Title,Chunk,Metadata
Enola Holmes,"Enola Holmes (2020) is a action film directed by Harry Bradbeer. Featuring Millie Bobby, Brown Henry, Cavill Sam, and others, this movie has an IMDb rating of 6.6/10 and a MetaScore of 68.0. With a runtime of 123 minutes, it is rated PG-13.","{'Title': 'Enola Holmes', 'IMDb Rating': 6.6, 'Year': 2020, 'Certificates': 'PG-13', 'Director': 'Harry Bradbeer', 'Star Cast': 'Millie Bobby,Brown Henry,Cavill Sam,Claflin', 'MetaScore': 68.0, 'Duration (minutes)': 123.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Millie Bobby', 'Actor 2': 'Brown Henry', 'Actor 3': 'Cavill Sam', 'Actor 4': 'Claflin', 'Actor 5': ''}"
Cloak & Dagger,"Cloak & Dagger (1984) is a action film directed by Richard Franklin. Featuring Henry Thomas, this movie has an IMDb rating of 6.6/10 and a MetaScore of 64.0. With a runtime of 101 minutes, it is rated PG.","{'Title': 'Cloak & Dagger', 'IMDb Rating': 6.6, 'Year': 1984, 'Certificates': 'PG', 'Director': 'Richard Franklin', 'Star Cast': 'Henry Thomas', 'MetaScore': 64.0, 'Duration (minutes)': 101.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Henry Thomas', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
National Treasure: Book of Secrets,"National Treasure: Book of Secrets (2007) is a action film directed by Jon Turteltaub. Featuring Marianne Wibberley, Cormac Wibberley, Gregory Poirier, this movie has an IMDb rating of 6.5/10 and a MetaScore of 48.0. With a runtime of 124 minutes, it is rated PG.","{'Title': 'National Treasure: Book of Secrets', 'IMDb Rating': 6.5, 'Year': 2007, 'Certificates': 'PG', 'Director': 'Jon Turteltaub', 'Star Cast': 'Marianne Wibberley,Cormac Wibberley,Gregory Poirier', 'MetaScore': 48.0, 'Duration (minutes)': 124.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Marianne Wibberley', 'Actor 2': 'Cormac Wibberley', 'Actor 3': 'Gregory Poirier', 'Actor 4': '', 'Actor 5': ''}"
Return to Oz,"Return to Oz (1985) is a adventure film directed by Walter Murch. Featuring Fairuza Balk, this movie has an IMDb rating of 6.7/10 and a MetaScore of 42.0. With a runtime of 113 minutes, it is rated PG.","{'Title': 'Return to Oz', 'IMDb Rating': 6.7, 'Year': 1985, 'Certificates': 'PG', 'Director': 'Walter Murch', 'Star Cast': 'Fairuza Balk', 'MetaScore': 42.0, 'Duration (minutes)': 113.0, 'Genres': 'Adventure', 'Genre 1': 'Adventure', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Fairuza Balk', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Sherlock Holmes,"Sherlock Holmes (2009) is a action film directed by Guy Ritchie. Featuring Michael Robert, Johnson Anthony, Peckham Simon, and others, this movie has an IMDb rating of 7.6/10 and a MetaScore of 57.0. With a runtime of 128 minutes, it is rated PG-13.","{'Title': 'Sherlock Holmes', 'IMDb Rating': 7.6, 'Year': 2009, 'Certificates': 'PG-13', 'Director': 'Guy Ritchie', 'Star Cast': 'Michael Robert,Johnson Anthony,Peckham Simon,Kinberg', 'MetaScore': 57.0, 'Duration (minutes)': 128.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Michael Robert', 'Actor 2': 'Johnson Anthony', 'Actor 3': 'Peckham Simon', 'Actor 4': 'Kinberg', 'Actor 5': ''}"
Harry Potter and the Half-Blood Prince,"Harry Potter and the Half-Blood Prince (2009) is a action film directed by David Yates. Featuring Daniel Radcliffe, this movie has an IMDb rating of 7.6/10 and a MetaScore of 78.0. With a runtime of 153 minutes, it is rated PG.","{'Title': 'Harry Potter and the Half-Blood Prince', 'IMDb Rating': 7.6, 'Year': 2009, 'Certificates': 'PG', 'Director': 'David Yates', 'Star Cast': 'Daniel Radcliffe', 'MetaScore': 78.0, 'Duration (minutes)': 153.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Radcliffe', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Enola Holmes 2,"Enola Holmes 2 (2022) is a action film directed by Harry Bradbeer. Featuring Jack Thorne, Harry Bradbeer, Nancy Springer, this movie has an IMDb rating of 6.8/10 and a MetaScore of 64.0. With a runtime of 129 minutes, it is rated PG-13.","{'Title': 'Enola Holmes 2', 'IMDb Rating': 6.8, 'Year': 2022, 'Certificates': 'PG-13', 'Director': 'Harry Bradbeer', 'Star Cast': 'Jack Thorne,Harry Bradbeer,Nancy Springer', 'MetaScore': 64.0, 'Duration (minutes)': 129.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jack Thorne', 'Actor 2': 'Harry Bradbeer', 'Actor 3': 'Nancy Springer', 'Actor 4': '', 'Actor 5': ''}"
Tomorrowland,"Tomorrowland (2015) is a action film directed by Brad Bird. Featuring George Clooney, this movie has an IMDb rating of 6.4/10 and a MetaScore of 60.0. With a runtime of 130 minutes, it is rated PG.","{'Title': 'Tomorrowland', 'IMDb Rating': 6.4, 'Year': 2015, 'Certificates': 'PG', 'Director': 'Brad Bird', 'Star Cast': 'George Clooney', 'MetaScore': 60.0, 'Duration (minutes)': 130.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'George Clooney', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Harry Potter and the Order of the Phoenix,"Harry Potter and the Order of the Phoenix (2007) is a action film directed by David Yates. Featuring Daniel Radcliffe, this movie has an IMDb rating of 7.5/10 and a MetaScore of 71.0. With a runtime of 138 minutes, it is rated PG-13.","{'Title': 'Harry Potter and the Order of the Phoenix', 'IMDb Rating': 7.5, 'Year': 2007, 'Certificates': 'PG-13', 'Director': 'David Yates', 'Star Cast': 'Daniel Radcliffe', 'MetaScore': 71.0, 'Duration (minutes)': 138.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Radcliffe', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Harry Potter and the Deathly Hallows: Part 1,"Harry Potter and the Deathly Hallows: Part 1 (2010) is a adventure film directed by David Yates. Featuring Daniel Radcliffe, this movie has an IMDb rating of 7.7/10 and a MetaScore of 65.0. With a runtime of 146 minutes, it is rated PG-13.","{'Title': 'Harry Potter and the Deathly Hallows: Part 1', 'IMDb Rating': 7.7, 'Year': 2010, 'Certificates': 'PG-13', 'Director': 'David Yates', 'Star Cast': 'Daniel Radcliffe', 'MetaScore': 65.0, 'Duration (minutes)': 146.0, 'Genres': 'Adventure', 'Genre 1': 'Adventure', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Radcliffe', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
North by Northwest,"North by Northwest (1959) is a action film directed by Alfred Hitchcock. Featuring Cary Grant, Eva Marie, Saint James, and others, this movie has an IMDb rating of 8.3/10 and a MetaScore of 98.0. With a runtime of 136 minutes, it is rated Approved.","{'Title': 'North by Northwest', 'IMDb Rating': 8.3, 'Year': 1959, 'Certificates': 'Approved', 'Director': 'Alfred Hitchcock', 'Star Cast': 'Cary Grant,Eva Marie,Saint James,Mason', 'MetaScore': 98.0, 'Duration (minutes)': 136.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Cary Grant', 'Actor 2': 'Eva Marie', 'Actor 3': 'Saint James', 'Actor 4': 'Mason', 'Actor 5': ''}"
The Abyss,"The Abyss (1989) is a adventure film directed by James Cameron. Featuring Ed Harris, Mary Elizabeth, Mastrantonio Michael, and others, this movie has an IMDb rating of 7.5/10 and a MetaScore of 62.0. With a runtime of 140 minutes, it is rated PG-13.","{'Title': 'The Abyss', 'IMDb Rating': 7.5, 'Year': 1989, 'Certificates': 'PG-13', 'Director': 'James Cameron', 'Star Cast': 'Ed Harris,Mary Elizabeth,Mastrantonio Michael,Biehn', 'MetaScore': 62.0, 'Duration (minutes)': 140.0, 'Genres': 'Adventure', 'Genre 1': 'Adventure', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Ed Harris', 'Actor 2': 'Mary Elizabeth', 'Actor 3': 'Mastrantonio Michael', 'Actor 4': 'Biehn', 'Actor 5': ''}"
Alice in Wonderland,"Alice in Wonderland (2010) is a adventure film directed by Tim Burton. Featuring Mia Wasikowska, this movie has an IMDb rating of 6.4/10 and a MetaScore of 53.0. With a runtime of 108 minutes, it is rated PG.","{'Title': 'Alice in Wonderland', 'IMDb Rating': 6.4, 'Year': 2010, 'Certificates': 'PG', 'Director': 'Tim Burton', 'Star Cast': 'Mia Wasikowska', 'MetaScore': 53.0, 'Duration (minutes)': 108.0, 'Genres': 'Adventure', 'Genre 1': 'Adventure', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Mia Wasikowska', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
National Treasure,"National Treasure (2004) is a action film directed by Jon Turteltaub. Featuring Jim Kouf, Cormac Wibberley, Marianne Wibberley, this movie has an IMDb rating of 6.9/10 and a MetaScore of 40.0. With a runtime of 131 minutes, it is rated PG.","{'Title': 'National Treasure', 'IMDb Rating': 6.9, 'Year': 2004, 'Certificates': 'PG', 'Director': 'Jon Turteltaub', 'Star Cast': 'Jim Kouf,Cormac Wibberley,Marianne Wibberley', 'MetaScore': 40.0, 'Duration (minutes)': 131.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jim Kouf', 'Actor 2': 'Cormac Wibberley', 'Actor 3': 'Marianne Wibberley', 'Actor 4': '', 'Actor 5': ''}"
Annihilation,"Annihilation (2018) is a adventure film directed by Alex Garland. Featuring Natalie Portman, Jennifer Jason, Leigh Tessa, and others, this movie has an IMDb rating of 6.8/10 and a MetaScore of 79.0. With a runtime of 115 minutes, it is rated R.","{'Title': 'Annihilation', 'IMDb Rating': 6.8, 'Year': 2018, 'Certificates': 'R', 'Director': 'Alex Garland', 'Star Cast': 'Natalie Portman,Jennifer Jason,Leigh Tessa,Thompson', 'MetaScore': 79.0, 'Duration (minutes)': 115.0, 'Genres': 'Adventure', 'Genre 1': 'Adventure', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Natalie Portman', 'Actor 2': 'Jennifer Jason', 'Actor 3': 'Leigh Tessa', 'Actor 4': 'Thompson', 'Actor 5': ''}"
Rogue Agent,"Rogue Agent (2022) is a action film directed by Declan Lawn. Featuring Michael Bronner, Adam Patterson, Declan Lawn, this movie has an IMDb rating of 6.4/10 and a MetaScore of 61.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Rogue Agent', 'IMDb Rating': 6.4, 'Year': 2022, 'Certificates': 'R', 'Director': 'Declan Lawn', 'Star Cast': 'Michael Bronner,Adam Patterson,Declan Lawn', 'MetaScore': 61.0, 'Duration (minutes)': 116.3, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Michael Bronner', 'Actor 2': 'Adam Patterson', 'Actor 3': 'Declan Lawn', 'Actor 4': '', 'Actor 5': ''}"
Divergent,"Divergent (2014) is a action film directed by Neil Burger. Featuring Shailene Woodley, Theo James, Kate Winslet, this movie has an IMDb rating of 6.6/10 and a MetaScore of 48.0. With a runtime of 139 minutes, it is rated PG-13.","{'Title': 'Divergent', 'IMDb Rating': 6.6, 'Year': 2014, 'Certificates': 'PG-13', 'Director': 'Neil Burger', 'Star Cast': 'Shailene Woodley,Theo James,Kate Winslet', 'MetaScore': 48.0, 'Duration (minutes)': 139.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Shailene Woodley', 'Actor 2': 'Theo James', 'Actor 3': 'Kate Winslet', 'Actor 4': '', 'Actor 5': ''}"
Prometheus,"Prometheus (2012) is a adventure film directed by Ridley Scott. Featuring Jon Spaihts, Damon Lindelof, Dan, and others, this movie has an IMDb rating of 7.0/10 and a MetaScore of 64.0. With a runtime of 124 minutes, it is rated R.","{'Title': 'Prometheus', 'IMDb Rating': 7.0, 'Year': 2012, 'Certificates': 'R', 'Director': 'Ridley Scott', 'Star Cast': ""Jon Spaihts,Damon Lindelof,Dan,O'Bannon"", 'MetaScore': 64.0, 'Duration (minutes)': 124.0, 'Genres': 'Adventure', 'Genre 1': 'Adventure', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jon Spaihts', 'Actor 2': 'Damon Lindelof', 'Actor 3': 'Dan', 'Actor 4': ""O'Bannon"", 'Actor 5': ''}"
The Killer,"The Killer (2023) is a action film directed by David Fincher. Featuring Michael Fassbender, Tilda Swinton, Charles Parnell, this movie has an IMDb rating of 6.7/10 and a MetaScore of 73.0. With a runtime of 118 minutes, it is rated R.","{'Title': 'The Killer', 'IMDb Rating': 6.7, 'Year': 2023, 'Certificates': 'R', 'Director': 'David Fincher', 'Star Cast': 'Michael Fassbender,Tilda Swinton,Charles Parnell', 'MetaScore': 73.0, 'Duration (minutes)': 118.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Michael Fassbender', 'Actor 2': 'Tilda Swinton', 'Actor 3': 'Charles Parnell', 'Actor 4': '', 'Actor 5': ''}"
Jaws,"Jaws (1975) is a adventure film directed by Steven Spielberg. Featuring Peter Benchley, Carl Gottlieb, this movie has an IMDb rating of 8.1/10 and a MetaScore of 87.0. With a runtime of 124 minutes, it is rated PG.","{'Title': 'Jaws', 'IMDb Rating': 8.1, 'Year': 1975, 'Certificates': 'PG', 'Director': 'Steven Spielberg', 'Star Cast': 'Peter Benchley,Carl Gottlieb', 'MetaScore': 87.0, 'Duration (minutes)': 124.0, 'Genres': 'Adventure', 'Genre 1': 'Adventure', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Peter Benchley', 'Actor 2': 'Carl Gottlieb', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Transfer,"Transfer (2012) is a drama film directed by Alex Davis-Lawrence. Featuring Justin Henry, Anne Wolfe, Andersen Brigitte, and others, this movie has an IMDb rating of 6.2/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Transfer', 'IMDb Rating': 6.2, 'Year': 2012, 'Certificates': 'R', 'Director': 'Alex Davis-Lawrence', 'Star Cast': 'Justin Henry,Anne Wolfe,Andersen Brigitte,Mc Lain', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Justin Henry', 'Actor 2': 'Anne Wolfe', 'Actor 3': 'Andersen Brigitte', 'Actor 4': 'Mc Lain', 'Actor 5': ''}"
Der Mann mit dem Objektiv,"Der Mann mit dem Objektiv (1961) is a sci-fi film directed by Frank Vogel. Featuring Rolf Ludwig, Christine Laszar, Helga Labudda, this movie has an IMDb rating of 6.4/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Der Mann mit dem Objektiv', 'IMDb Rating': 6.4, 'Year': 1961, 'Certificates': 'R', 'Director': 'Frank Vogel', 'Star Cast': 'Rolf Ludwig,Christine Laszar,Helga Labudda', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Rolf Ludwig', 'Actor 2': 'Christine Laszar', 'Actor 3': 'Helga Labudda', 'Actor 4': '', 'Actor 5': ''}"
Filme B - Os Mutantes do Espaço,"Filme B - Os Mutantes do Espaço (2017) is a comedy film directed by Carla Albuquerque. Featuring Murilo Cezar, Raphael Gama, Hugo Lima, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Filme B - Os Mutantes do Espaço', 'IMDb Rating': 6.9, 'Year': 2017, 'Certificates': 'R', 'Director': 'Carla Albuquerque', 'Star Cast': 'Murilo Cezar,Raphael Gama,Hugo Lima', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Murilo Cezar', 'Actor 2': 'Raphael Gama', 'Actor 3': 'Hugo Lima', 'Actor 4': '', 'Actor 5': ''}"
Alien Protocol,"Alien Protocol (2013) is a drama film directed by John Villec. Featuring Cristen Sarah, Navolio Scott, Mensching Judson, and others, this movie has an IMDb rating of 5.2/10 and a MetaScore of 66.0. With a runtime of 89 minutes, it is rated Not Rated.","{'Title': 'Alien Protocol', 'IMDb Rating': 5.2, 'Year': 2013, 'Certificates': 'Not Rated', 'Director': 'John Villec', 'Star Cast': 'Cristen Sarah,Navolio Scott,Mensching Judson,Brown', 'MetaScore': 66.0, 'Duration (minutes)': 89.0, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Cristen Sarah', 'Actor 2': 'Navolio Scott', 'Actor 3': 'Mensching Judson', 'Actor 4': 'Brown', 'Actor 5': ''}"
Fall of Lotus: A Star Wars Story,"Fall of Lotus: A Star Wars Story (2018) is a action film directed by Tarik Hatipoglu. Featuring Katie Otten, Kathleen Russell, Raven Hak, this movie has an IMDb rating of 6.3/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Fall of Lotus: A Star Wars Story', 'IMDb Rating': 6.3, 'Year': 2018, 'Certificates': 'R', 'Director': 'Tarik Hatipoglu', 'Star Cast': 'Katie Otten,Kathleen Russell,Raven Hak', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Katie Otten', 'Actor 2': 'Kathleen Russell', 'Actor 3': 'Raven Hak', 'Actor 4': '', 'Actor 5': ''}"
The Fresh Air Will Do You Good,"The Fresh Air Will Do You Good (2008) is a sci-fi film directed by Jim Dougherty. Featuring Heather Brenner, Gi Gi, Erneta Nicholas, and others, this movie has an IMDb rating of 6.8/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Fresh Air Will Do You Good', 'IMDb Rating': 6.8, 'Year': 2008, 'Certificates': 'R', 'Director': 'Jim Dougherty', 'Star Cast': 'Heather Brenner,Gi Gi,Erneta Nicholas,Jaqua', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Heather Brenner', 'Actor 2': 'Gi Gi', 'Actor 3': 'Erneta Nicholas', 'Actor 4': 'Jaqua', 'Actor 5': ''}"
Galaxy Express 999: To the Center of the Universe!,"Galaxy Express 999: To the Center of the Universe! (2000) is a animation film directed by Leiji Matsumoto. Featuring Masako Nozawa, Masako Ikeda, Kaneta Kimotsuki, this movie has an IMDb rating of 5.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Galaxy Express 999: To the Center of the Universe!', 'IMDb Rating': 5.9, 'Year': 2000, 'Certificates': 'R', 'Director': 'Leiji Matsumoto', 'Star Cast': 'Masako Nozawa,Masako Ikeda,Kaneta Kimotsuki', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Animation', 'Genre 1': 'Animation', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Masako Nozawa', 'Actor 2': 'Masako Ikeda', 'Actor 3': 'Kaneta Kimotsuki', 'Actor 4': '', 'Actor 5': ''}"
Futurus - Robot contro uomini,"Futurus - Robot contro uomini (2019) is a sci-fi film directed by Umberto Baccolo. Featuring Umberto Baccolo, Luigi Zanuso, this movie has an IMDb rating of 8.5/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Futurus - Robot contro uomini', 'IMDb Rating': 8.5, 'Year': 2019, 'Certificates': 'R', 'Director': 'Umberto Baccolo', 'Star Cast': 'Umberto Baccolo,Luigi Zanuso', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Umberto Baccolo', 'Actor 2': 'Luigi Zanuso', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Rogue Barrens,"The Rogue Barrens (2022) is a sci-fi film directed by Thomas Rex. Featuring Aidan Sherrill, Colin Frier, Thomas Rex, this movie has an IMDb rating of 7.0/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Rogue Barrens', 'IMDb Rating': 7.0, 'Year': 2022, 'Certificates': 'R', 'Director': 'Thomas Rex', 'Star Cast': 'Aidan Sherrill,Colin Frier,Thomas Rex', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Aidan Sherrill', 'Actor 2': 'Colin Frier', 'Actor 3': 'Thomas Rex', 'Actor 4': '', 'Actor 5': ''}"
0010: The Sharks Make Contact - Part 2,"0010: The Sharks Make Contact - Part 2 (2019) is a animation film directed by Iki Ènèng. Featuring Lily Thomas, Iki Ènèng, Sanni Tuominen, this movie has an IMDb rating of 6.2/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': '0010: The Sharks Make Contact - Part 2', 'IMDb Rating': 6.2, 'Year': 2019, 'Certificates': 'R', 'Director': 'Iki Ènèng', 'Star Cast': 'Lily Thomas,Iki Ènèng,Sanni Tuominen', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Animation', 'Genre 1': 'Animation', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Lily Thomas', 'Actor 2': 'Iki Ènèng', 'Actor 3': 'Sanni Tuominen', 'Actor 4': '', 'Actor 5': ''}"
Black Petunia,"Black Petunia (2016) is a drama film directed by Spencer King. Featuring Corey, Lee-Martin Breonna, Phillips Erica, and others, this movie has an IMDb rating of 7.8/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Black Petunia', 'IMDb Rating': 7.8, 'Year': 2016, 'Certificates': 'R', 'Director': 'Spencer King', 'Star Cast': 'Corey,Lee-Martin Breonna,Phillips Erica,Shantel Carter', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Corey', 'Actor 2': 'Lee-Martin Breonna', 'Actor 3': 'Phillips Erica', 'Actor 4': 'Shantel Carter', 'Actor 5': ''}"
Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu!,"Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu! (2007) is a animation film directed by Susumu Yamaguchi. Featuring Takehito Koyasu, Etsuko Kozakura, Takeshi Kusao, this movie has an IMDb rating of 6.5/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu!', 'IMDb Rating': 6.5, 'Year': 2007, 'Certificates': 'R', 'Director': 'Susumu Yamaguchi', 'Star Cast': 'Takehito Koyasu,Etsuko Kozakura,Takeshi Kusao', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Animation', 'Genre 1': 'Animation', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Takehito Koyasu', 'Actor 2': 'Etsuko Kozakura', 'Actor 3': 'Takeshi Kusao', 'Actor 4': '', 'Actor 5': ''}"
The Face in the Wall,"The Face in the Wall (2017) is a sci-fi film directed by Dwayne Buckle. Featuring Dwayne Buckle, Semyon White, this movie has an IMDb rating of 6.7/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Face in the Wall', 'IMDb Rating': 6.7, 'Year': 2017, 'Certificates': 'R', 'Director': 'Dwayne Buckle', 'Star Cast': 'Dwayne Buckle,Semyon White', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Dwayne Buckle', 'Actor 2': 'Semyon White', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Der achte Tag,"Der achte Tag (1990) is a sci-fi film directed by Reinhard Münster. Featuring Katharina Thalbach, Hans Christian, Blech Heinz, and others, this movie has an IMDb rating of 5.8/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Der achte Tag', 'IMDb Rating': 5.8, 'Year': 1990, 'Certificates': 'R', 'Director': 'Reinhard Münster', 'Star Cast': 'Katharina Thalbach,Hans Christian,Blech Heinz,Hoenig', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Sci-Fi', 'Genre 1': 'Sci-Fi', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Katharina Thalbach', 'Actor 2': 'Hans Christian', 'Actor 3': 'Blech Heinz', 'Actor 4': 'Hoenig', 'Actor 5': ''}"
2076 Olympiad,"2076 Olympiad (1977) is a comedy film directed by James R. Martin. Featuring Jerry Zafer, Sandy Martin, Dean Bennett, this movie has an IMDb rating of 6.1/10 and a MetaScore of 66.0. With a runtime of 90 minutes, it is rated X.","{'Title': '2076 Olympiad', 'IMDb Rating': 6.1, 'Year': 1977, 'Certificates': 'X', 'Director': 'James R. Martin', 'Star Cast': 'Jerry Zafer,Sandy Martin,Dean Bennett', 'MetaScore': 66.0, 'Duration (minutes)': 90.0, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jerry Zafer', 'Actor 2': 'Sandy Martin', 'Actor 3': 'Dean Bennett', 'Actor 4': '', 'Actor 5': ''}"
La città dell'ultima paura,"La città dell'ultima paura (1975) is a drama film directed by Carlo Ausino. Featuring Marisa Solinas, Emanuele Cannarsa, Mario Valdemarin, this movie has an IMDb rating of 6.5/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': ""La città dell'ultima paura"", 'IMDb Rating': 6.5, 'Year': 1975, 'Certificates': 'R', 'Director': 'Carlo Ausino', 'Star Cast': 'Marisa Solinas,Emanuele Cannarsa,Mario Valdemarin', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Marisa Solinas', 'Actor 2': 'Emanuele Cannarsa', 'Actor 3': 'Mario Valdemarin', 'Actor 4': '', 'Actor 5': ''}"
